	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
0	1.69821896163	1.28283745835	0.455257787578	1.12466732551	1.58662892355	1.21575260303	2.43983010951	0.556189773194	0.702088734703	1.16950554494	1.20628922485	1.06937591029	1.82331785827	0.805049151266	1.10522828203	0.587157073279	2.17600057894	2.14509571151	1.12466732551	2.17600057894	0.471727913601	0.468059156469	0.400860484259	0.978630843092	-0.0354716514821	2.27171540993	1.36918083196	2.97300657779	0.936118312938	4.19908417477	3.81043213928	1.45634290902	3.13936256154	0.958001073689	0.427496434362	0.697562460148	2.29068452324	-0.607310043256	2.17600057894	2.72977172129	2.13619838214	1.10050494029	0.823594888165	0.185396591065	3.46693958644	6.23070419622	1.70060852694	0.936118312938	2.72867440197	2.50352842332	0.939736558807	0.617262072847	0.886384333076	1.50096950008	2.86354679927	1.01070218143	1.00212928266	2.40832376727	0.105085872552	-0.674280348105	3.82654120796	2.11048610215	0.315257617655	0.936118312938	1.92937191771	0.702088734703	0.00485509528755	0.664620509922	-0.0990691028539	0.995070228769	0.565439566008	1.34534597863	0.936118312938	0.20043024213	0.839872593175	-1.02931980533	0.751156334998	1.4594605129	2.0215408394	0.671371690968	1.65970474948	1.11185453216	0.936118312938	1.12466732551	0.455257787578	0.702088734703	-0.0703552724716	0.964066182736	-0.886411663775	0.702088734703	1.50231267	0.569072234473	2.15695849009	-0.674280348105	0.668942446026	0.893003212731	1.75327042154	0.335685845484	0.671371690968	0.281032717662
1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7	1.10525043079	0.931484679882	-0.724328314066	0.231199296459	0.242350477158	-0.0553839932495	0.697185790049	2.92870570894	0.386520020657	2.0368856702	2.98442055615	-1.23401205138	0.9893182979	3.01564669072	-0.436131340405	0.852356755389	1.43701209635	3.12621878722	0.231199296459	1.43701209635	0.464987929255	0.257680013772	-0.227516291649	-0.108928377917	0.012216380792	0.89695358217	1.49012016624	5.06322340745	0.515360027543	5.14829335806	1.65447770963	1.25024205252	3.14780113865	1.00939053271	2.99321585187	0.318395416937	4.69911346509	-0.295810133103	1.43701209635	1.83119342926	0.472612858744	-0.11090041666	-0.801093152953	0.976235236312	1.15636923601	6.40762190503	1.15995933815	0.515360027543	4.94835112618	1.67085146029	0.640119095674	0.234452172262	2.96194844469	0.596035509398	4.43945908022	-0.634821373165	-0.289687939031	1.86028976935	0.0098349360613	0.961946826681	0.852673855581	2.02350592461	0.0295048081839	0.515360027543	0.0635894270548	0.386520020657	0.188459246072	0.00228615416487	0.995351201329	-0.342285075735	1.96150783728	1.17460754346	0.515360027543	-0.113758145824	-0.177948420333	1.72116703895	0.00537783938562	1.12659084135	1.00595094302	0.522158563263	3.24964452731	1.40575245433	0.515360027543	0.231199296459	-0.724328314066	0.386520020657	0.299977766001	0.86546416081	-0.0828084545383	0.386520020657	0.0107556787712	-0.905410392582	3.68882052355	0.961946826681	-0.84274533546	1.71716781628	3.93458414438	0.261079281632	0.522158563263	-0.27176513241
8	2.91847987314	0.800476285647	-1.14879338283	0.742298251476	0.947248590929	-0.262217730926	-0.196819889232	0.933661394271	0.195144542717	2.90939639673	3.92227236129	-0.804028415298	0.736382621981	3.82660748402	0.0760487272754	3.88962239147	0.207871684514	2.97282825965	0.742298251476	0.207871684514	-0.126431730782	0.130096361812	0.5282366543	-0.590814703122	-0.447603026374	0.401255228643	0.309203989076	2.101504475	0.260192723623	3.91155291323	1.40463318338	0.101574770394	3.91900747041	-0.433023936419	0.744050804056	0.12213817126	3.90181503862	-0.116997370103	0.207871684514	3.84112683289	0.869864293485	0.0712953993457	0.359996487446	0.311220464757	0.785025539167	4.8427761954	2.91861557438	0.260192723623	3.25099944936	0.982264799982	-0.411117843587	0.41787111454	1.28323046085	1.22745548761	3.93959562839	0.908855102421	-0.668586892446	1.03048822997	0.349426872714	0.000850224551274	0.591608776084	3.94592732532	1.04828061814	0.260192723623	0.866195532269	0.195144542717	-1.13676785732	0.307164159523	2.93440675406	-0.826604041058	0.888476772241	-0.706280529315	0.260192723623	0.26411832715	-0.349579765681	0.899370904361	0.247039130117	0.276069664785	3.90867196513	0.324935084904	1.76089091935	-0.574865731078	0.260192723623	0.742298251476	-1.14879338283	0.195144542717	0.344679361072	-0.275893282698	-0.161796721924	0.195144542717	0.494078260234	-1.43599172854	3.97028367943	0.000850224551274	-0.965501466404	3.8688772366	1.56088813245	0.162467542452	0.324935084904	-0.401965559313
9	1.161703274	3.85136646269	0.865925410702	0.934586858102	1.17563565233	1.25311641912	-0.629398986416	0.273912998335	0.520048410252	3.93239564102	0.793767030395	1.11734878878	-0.3855521051	2.60955121209	0.694793495487	0.115893176942	-0.185399605609	1.33275951579	0.934586858102	-0.185399605609	0.514263494118	0.346698940168	0.217701614842	-0.355026292025	-0.665543982029	2.0473178016	2.12825144725	3.91058551944	0.693397880336	2.63811069107	1.16092690206	2.90698486109	-0.0689732983823	0.466543259316	0.212511985785	0.731709317752	3.8518157966	0.319114506976	-0.185399605609	3.91085966071	1.54209272708	-0.113337513949	-0.239905616901	0.0913043327783	0.301258788041	4.89223902211	1.10976646749	0.693397880336	1.95526759236	0.874233903885	0.181105156277	-0.47743150785	4.83712417375	0.505975912682	1.25332255825	-0.279138195998	0.970871358774	2.93482815724	0.503142447666	0.70540966058	0.651165690676	4.76270363485	1.509427343	0.693397880336	1.51552414819	0.520048410252	1.58147065978	0.572162443883	1.35311541393	2.90068170081	0.461562304678	1.35373006539	0.693397880336	0.108850807421	0.411872938409	0.275332691668	0.0777872985035	2.9011243055	1.07901735238	0.0475215172114	2.03528574816	3.35488123843	0.693397880336	0.934586858102	0.865925410702	0.520048410252	0.0687852165083	1.0358340039	0.540522852449	0.520048410252	0.155574597007	1.08240676338	1.96553897854	0.70540966058	0.771404640679	0.424396164549	1.86181105414	0.0237607586057	0.0475215172114	0.324026709885
